city,date,gender,match_referees,tv_umpires,first_umpire,second_umpire,win_by,win_with,result,player_of_match,team_1,team_2,elected_first,toss_winner,venue,mergeid
Albergaria,2021-08-22,male,,,,,runs,110.0,Portugal,['Azhar Andani'],Portugal,Gibraltar,field,Gibraltar,Gucherre Cricket Ground,31611231611
Kigali City,2021-08-18,male,,,EH Dusabemungu,Itangishaka Olivier,wickets,1.0,Rwanda,,Ghana,Rwanda,bat,Ghana,Gahanga International Cricket Stadium. Rwanda,31612231612
Kigali City,2021-08-20,male,,,Gasana Christian,Itangishaka Olivier,runs,57.0,Rwanda,['Z Bimenyimana'],Rwanda,Ghana,field,Ghana,Gahanga International Cricket Stadium. Rwanda,31613231613
Kigali City,2021-08-20,male,,,EH Dusabemungu,Vicky Prajapati,,,Ghana,['R Bakum'],Ghana,Rwanda,bat,Ghana,Gahanga International Cricket Stadium. Rwanda,31614231614
Kigali City,2021-08-21,male,,,Itangishaka Olivier,Vicky Prajapati,wickets,7.0,Ghana,['Amoluk Singh'],Rwanda,Ghana,bat,Rwanda,Gahanga International Cricket Stadium. Rwanda,31615231615
Kerava,2021-08-21,male,,,,,wickets,4.0,Finland,,Sweden,Finland,bat,Sweden,Kerava National Cricket Ground,31616231616
Kerava,2021-08-21,male,,,,,wickets,4.0,Finland,,Sweden,Finland,bat,Sweden,Kerava National Cricket Ground,31617231617
Kerava,2021-08-22,male,,,,,wickets,3.0,Sweden,,Finland,Sweden,field,Sweden,Kerava National Cricket Ground,31618231618
Kerava,2021-08-22,male,,,,,wickets,6.0,Sweden,,Finland,Sweden,field,Sweden,Kerava National Cricket Ground,31619231619
Edinburgh,2021-09-15,male,,,,,runs,7.0,Scotland,,Scotland,Zimbabwe,bat,Scotland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",31620231620
Edinburgh,2021-09-17,male,DT Jukes,,DH Mclean,M Hawthorne,runs,10.0,Zimbabwe,,Zimbabwe,Scotland,bat,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",31621231621
Edinburgh,2021-09-19,male,DT Jukes,,DA Haggo,M Hawthorne,wickets,6.0,Zimbabwe,,Scotland,Zimbabwe,bat,Scotland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",31622231622
North Sound,2021-08-31,female,Reon King,,Danesh Ramdhanie,JM Williams,,,no result,,South Africa,West Indies,bat,South Africa,"Sir Vivian Richards Stadium, North Sound, Antigua",31623231623
North Sound,2021-09-02,female,Reon King,,Danesh Ramdhanie,Jonathan Blades,runs,50.0,South Africa,,South Africa,West Indies,field,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",31624231624
North Sound,2021-09-04,female,Reon King,,Danesh Ramdhanie,JS Wilson,wickets,5.0,West Indies,,South Africa,West Indies,bat,South Africa,"Sir Vivian Richards Stadium, North Sound, Antigua",31625231625
Al Amarat,2021-10-17,male,RS Madugalle,RA Kettleborough,CB Gaffaney,HDPK Dharmasena,wickets,10.0,Oman,['Zeeshan Maqsood'],Papua New Guinea,Oman,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31626231626
Al Amarat,2021-10-17,male,RS Madugalle,CB Gaffaney,Ahsan Raza,RA Kettleborough,runs,6.0,Scotland,['CN Greaves'],Scotland,Bangladesh,field,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31627231627
Abu Dhabi,2021-10-18,male,DC Boon,AT Holdstock,M Erasmus,RJ Tucker,wickets,7.0,Ireland,['C Campher'],Netherlands,Ireland,bat,Netherlands,"Zayed Cricket Stadium, Abu Dhabi",31628231628
Abu Dhabi,2021-10-18,male,DC Boon,RJ Tucker,AT Holdstock,PR Reiffel,wickets,7.0,Sri Lanka,['M Theekshana'],Namibia,Sri Lanka,field,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",31629231629
Al Amarat,2021-10-19,male,RS Madugalle,Ahsan Raza,HDPK Dharmasena,RA Kettleborough,runs,17.0,Scotland,['RD Berrington'],Scotland,Papua New Guinea,bat,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31630231630
Al Amarat,2021-10-19,male,RS Madugalle,HDPK Dharmasena,Ahsan Raza,CB Gaffaney,runs,26.0,Bangladesh,['Shakib Al Hasan'],Bangladesh,Oman,bat,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31631231631
Abu Dhabi,2021-10-20,male,J Srinath,Nitin Menon,L Rusere,MA Gough,wickets,6.0,Namibia,['D Wiese'],Netherlands,Namibia,field,Namibia,"Zayed Cricket Stadium, Abu Dhabi",31632231632
Abu Dhabi,2021-10-20,male,J Srinath,MA Gough,Nitin Menon,P Wilson,runs,70.0,Sri Lanka,['PWH de Silva'],Sri Lanka,Ireland,field,Ireland,"Zayed Cricket Stadium, Abu Dhabi",31633231633
Al Amarat,2021-10-21,male,RS Madugalle,CB Gaffaney,HDPK Dharmasena,RA Kettleborough,runs,84.0,Bangladesh,['Shakib Al Hasan'],Bangladesh,Papua New Guinea,bat,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31634231634
Al Amarat,2021-10-21,male,RS Madugalle,HDPK Dharmasena,Ahsan Raza,CB Gaffaney,wickets,8.0,Scotland,['JH Davey'],Oman,Scotland,bat,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31635231635
Sharjah,2021-10-22,male,JJ Crowe,RK Illingworth,Aleem Dar,CM Brown,wickets,8.0,Namibia,['D Wiese'],Ireland,Namibia,bat,Ireland,Sharjah Cricket Stadium,31636231636
Sharjah,2021-10-22,male,JJ Crowe,Aleem Dar,JS Wilson,RK Illingworth,wickets,8.0,Sri Lanka,['CBRLS Kumara'],Netherlands,Sri Lanka,field,Sri Lanka,Sharjah Cricket Stadium,31637231637
Abu Dhabi,2021-10-23,male,J Srinath,L Rusere,MA Gough,Nitin Menon,wickets,5.0,Australia,['JR Hazlewood'],South Africa,Australia,field,Australia,"Zayed Cricket Stadium, Abu Dhabi",31638231638
Dubai,2021-10-23,male,DC Boon,CM Brown,Aleem Dar,M Erasmus,wickets,6.0,England,['MM Ali'],West Indies,England,field,England,Dubai International Cricket Stadium,31639231639
Sharjah,2021-10-24,male,J Srinath,MA Gough,AT Holdstock,JS Wilson,wickets,5.0,Sri Lanka,['KIC Asalanka'],Bangladesh,Sri Lanka,field,Sri Lanka,Sharjah Cricket Stadium,31640231640
Dubai,2021-10-24,male,DC Boon,RK Illingworth,CB Gaffaney,M Erasmus,wickets,10.0,Pakistan,['Shaheen Shah Afridi'],India,Pakistan,field,Pakistan,Dubai International Cricket Stadium,31641231641
Sharjah,2021-10-25,male,JJ Crowe,RA Kettleborough,HDPK Dharmasena,P Wilson,runs,130.0,Afghanistan,['Mujeeb Ur Rahman'],Afghanistan,Scotland,bat,Afghanistan,Sharjah Cricket Stadium,31642231642
Dubai,2021-10-26,male,DC Boon,CM Brown,Aleem Dar,PR Reiffel,wickets,8.0,South Africa,['A Nortje'],West Indies,South Africa,field,South Africa,Dubai International Cricket Stadium,31643231643
Sharjah,2021-10-26,male,RS Madugalle,P Wilson,MA Gough,RA Kettleborough,wickets,5.0,Pakistan,['Haris Rauf'],New Zealand,Pakistan,field,Pakistan,Sharjah Cricket Stadium,31644231644
Abu Dhabi,2021-10-27,male,J Srinath,RJ Tucker,L Rusere,Nitin Menon,wickets,8.0,England,['JJ Roy'],Bangladesh,England,bat,Bangladesh,"Zayed Cricket Stadium, Abu Dhabi",31645231645
Abu Dhabi,2021-10-27,male,J Srinath,Nitin Menon,AT Holdstock,RJ Tucker,wickets,4.0,Namibia,['R Trumpelmann'],Scotland,Namibia,field,Namibia,"Zayed Cricket Stadium, Abu Dhabi",31646231646
Dubai,2021-10-28,male,JJ Crowe,M Erasmus,Aleem Dar,RK Illingworth,wickets,7.0,Australia,['A Zampa'],Sri Lanka,Australia,field,Australia,Dubai International Cricket Stadium,31647231647
Sharjah,2021-10-29,male,RS Madugalle,PR Reiffel,AT Holdstock,RJ Tucker,runs,3.0,West Indies,['N Pooran'],West Indies,Bangladesh,field,Bangladesh,Sharjah Cricket Stadium,31648231648
Dubai,2021-10-29,male,DC Boon,L Rusere,CM Brown,JS Wilson,wickets,5.0,Pakistan,['Asif Ali'],Afghanistan,Pakistan,bat,Afghanistan,Dubai International Cricket Stadium,31649231649
Sharjah,2021-10-30,male,JJ Crowe,Ahsan Raza,JS Wilson,P Wilson,wickets,4.0,South Africa,['T Shamsi'],Sri Lanka,South Africa,field,South Africa,Sharjah Cricket Stadium,31650231650
Dubai,2021-10-30,male,RS Madugalle,HDPK Dharmasena,M Erasmus,Nitin Menon,wickets,8.0,England,['CJ Jordan'],Australia,England,field,England,Dubai International Cricket Stadium,31651231651
Abu Dhabi,2021-10-31,male,J Srinath,PR Reiffel,Ahsan Raza,CB Gaffaney,runs,62.0,Afghanistan,['Naveen-ul-Haq'],Afghanistan,Namibia,bat,Afghanistan,"Zayed Cricket Stadium, Abu Dhabi",31652231652
Dubai,2021-10-31,male,RS Madugalle,AT Holdstock,M Erasmus,RA Kettleborough,wickets,8.0,New Zealand,['IS Sodhi'],India,New Zealand,field,New Zealand,Dubai International Cricket Stadium,31653231653
Sharjah,2021-11-01,male,DC Boon,JS Wilson,AT Holdstock,RJ Tucker,runs,26.0,England,['JC Buttler'],England,Sri Lanka,field,Sri Lanka,Sharjah Cricket Stadium,31654231654
Abu Dhabi,2021-11-02,male,JJ Crowe,CM Brown,PR Reiffel,RK Illingworth,wickets,6.0,South Africa,['K Rabada'],Bangladesh,South Africa,field,South Africa,"Zayed Cricket Stadium, Abu Dhabi",31655231655
Abu Dhabi,2021-11-02,male,JJ Crowe,PR Reiffel,CM Brown,CB Gaffaney,runs,45.0,Pakistan,['Mohammad Rizwan'],Pakistan,Namibia,bat,Pakistan,"Zayed Cricket Stadium, Abu Dhabi",31656231656
Dubai,2021-11-03,male,J Srinath,Nitin Menon,Ahsan Raza,M Erasmus,runs,16.0,New Zealand,['MJ Guptill'],New Zealand,Scotland,field,Scotland,Dubai International Cricket Stadium,31657231657
Abu Dhabi,2021-11-03,male,DC Boon,Aleem Dar,PR Reiffel,RA Kettleborough,runs,66.0,India,['RG Sharma'],India,Afghanistan,field,Afghanistan,"Zayed Cricket Stadium, Abu Dhabi",31658231658
Dubai,2021-11-04,male,JJ Crowe,JS Wilson,HDPK Dharmasena,Nitin Menon,wickets,8.0,Australia,['A Zampa'],Bangladesh,Australia,field,Australia,Dubai International Cricket Stadium,31659231659
Abu Dhabi,2021-11-04,male,DC Boon,P Wilson,Aleem Dar,L Rusere,runs,20.0,Sri Lanka,['KIC Asalanka'],Sri Lanka,West Indies,field,West Indies,"Zayed Cricket Stadium, Abu Dhabi",31660231660
Sharjah,2021-11-05,male,RS Madugalle,Ahsan Raza,PR Reiffel,P Wilson,runs,52.0,New Zealand,['JDS Neesham'],New Zealand,Namibia,field,Namibia,Sharjah Cricket Stadium,31661231661
Dubai,2021-11-05,male,JJ Crowe,JS Wilson,M Erasmus,RJ Tucker,wickets,8.0,India,['RA Jadeja'],Scotland,India,field,India,Dubai International Cricket Stadium,31662231662
Abu Dhabi,2021-11-06,male,J Srinath,Aleem Dar,L Rusere,RK Illingworth,wickets,8.0,Australia,['DA Warner'],West Indies,Australia,field,Australia,"Zayed Cricket Stadium, Abu Dhabi",31663231663
Sharjah,2021-11-06,male,DC Boon,,CM Brown,JS Wilson,runs,10.0,South Africa,['HE van der Dussen'],South Africa,England,field,England,Sharjah Cricket Stadium,31664231664
Abu Dhabi,2021-11-07,male,J Srinath,RK Illingworth,HDPK Dharmasena,L Rusere,wickets,8.0,New Zealand,['TA Boult'],Afghanistan,New Zealand,bat,Afghanistan,"Zayed Cricket Stadium, Abu Dhabi",31665231665
Sharjah,2021-11-07,male,DC Boon,AT Holdstock,P Wilson,RJ Tucker,runs,72.0,Pakistan,['Shoaib Malik'],Pakistan,Scotland,bat,Pakistan,Sharjah Cricket Stadium,31666231666
Dubai,2021-11-08,male,JJ Crowe,M Erasmus,CM Brown,RK Illingworth,wickets,9.0,India,['RA Jadeja'],Namibia,India,field,India,Dubai International Cricket Stadium,31667231667
Abu Dhabi,2021-11-10,male,DC Boon,Nitin Menon,HDPK Dharmasena,M Erasmus,wickets,5.0,New Zealand,['DJ Mitchell'],England,New Zealand,field,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",31668231668
Dubai,2021-11-11,male,JJ Crowe,JS Wilson,CB Gaffaney,RA Kettleborough,wickets,5.0,Australia,['MS Wade'],Pakistan,Australia,field,Australia,Dubai International Cricket Stadium,31669231669
Dubai,2021-11-14,male,RS Madugalle,Nitin Menon,M Erasmus,RA Kettleborough,wickets,8.0,Australia,['MR Marsh'],New Zealand,Australia,field,Australia,Dubai International Cricket Stadium,31670231670
Murcia,2021-08-26,female,DT Jukes,,DH Mclean,Rizwan Akram,wickets,6.0,Scotland,['SJ Bryce'],Netherlands,Scotland,field,Scotland,La Manga Club Top Ground,31671231671
Murcia,2021-08-26,female,DT Jukes,,Adnan Khan,AJT Dowdalls,runs,164.0,Ireland,['GH Lewis'],Ireland,Germany,field,Germany,La Manga Club Bottom Ground,31672231672
Murcia,2021-08-26,female,DT Jukes,,AJT Dowdalls,M Jameson,wickets,9.0,Netherlands,['F Overdijk'],France,Netherlands,bat,France,La Manga Club Top Ground,31673231673
Murcia,2021-08-27,female,DT Jukes,,Adnan Khan,DH Mclean,wickets,9.0,Germany,['B Maes Loch'],France,Germany,bat,France,La Manga Club Bottom Ground,31674231674
Murcia,2021-08-27,female,DT Jukes,,Adriaan van den Dries,Rizwan Akram,wickets,5.0,Scotland,['KE Bryce'],Ireland,Scotland,bat,Ireland,La Manga Club Top Ground,31675231675
Murcia,2021-08-27,female,DT Jukes,,M Jameson,Rizwan Akram,wickets,7.0,Netherlands,['B de Leede'],Germany,Netherlands,field,Netherlands,La Manga Club Bottom Ground,31676231676
Murcia,2021-08-29,female,DT Jukes,,Adnan Khan,Rizwan Akram,wickets,10.0,Ireland,['EAJ Richardson'],France,Ireland,field,Ireland,La Manga Club Bottom Ground,31677231677
Murcia,2021-08-30,female,DT Jukes,,Adriaan van den Dries,Rizwan Akram,wickets,7.0,Scotland,['M McColl'],France,Scotland,field,Scotland,La Manga Club Bottom Ground,31678231678
Murcia,2021-08-29,female,DT Jukes,,Adriaan van den Dries,DH Mclean,wickets,10.0,Scotland,['K Fraser'],Germany,Scotland,field,Scotland,La Manga Club Top Ground,31679231679
Murcia,2021-08-30,female,DT Jukes,,DH Mclean,M Jameson,runs,24.0,Ireland,['EAJ Richardson'],Ireland,Netherlands,field,Netherlands,La Manga Club Top Ground,31680231680
Entebbe,2021-09-11,male,,,,,wickets,8.0,Kenya,,Nigeria,Kenya,bat,Nigeria,Entebbe Cricket Oval,31681231681
Entebbe,2021-09-11,male,,,,,runs,56.0,Uganda,,Uganda,Nigeria,bat,Uganda,Entebbe Cricket Oval,31682231682
Entebbe,2021-09-13,male,,,,,runs,61.0,Kenya,['IA Karim'],Kenya,Nigeria,bat,Kenya,Entebbe Cricket Oval,31683231683
Entebbe,2021-09-13,male,,,,,wickets,8.0,Uganda,,Nigeria,Uganda,bat,Nigeria,Entebbe Cricket Oval,31684231684
Entebbe,2021-09-10,male,,,,,runs,22.0,Kenya,,Kenya,Uganda,bat,Kenya,Entebbe Cricket Oval,31685231685
Entebbe,2021-09-16,male,,,E Wandera,Patric Makumbi,runs,4.0,Nigeria,['JO Adedeji'],Nigeria,Kenya,bat,Nigeria,Entebbe Cricket Oval,31686231686
Entebbe,2021-09-15,male,,,,,runs,55.0,Uganda,['JO Adedeji'],Uganda,Nigeria,bat,Uganda,Entebbe Cricket Oval,31687231687
Entebbe,2021-09-17,male,,,E Wandera,Patric Makumbi,runs,6.0,Uganda,['F Akankwasa'],Uganda,Kenya,bat,Uganda,Entebbe Cricket Oval,31688231688
Almeria,2021-09-10,male,,,,,wickets,7.0,Germany,,Spain,Germany,field,Germany,"Desert Springs Cricket Ground, Almeria",31689231689
Almeria,2021-09-11,male,,,,,wickets,5.0,Spain,,Germany,Spain,bat,Germany,"Desert Springs Cricket Ground, Almeria",31690231690
Almeria,2021-09-11,male,,,,,wickets,1.0,Spain,,Germany,Spain,field,Spain,"Desert Springs Cricket Ground, Almeria",31691231691
Kolsva,2021-08-29,female,,,,,wickets,2.0,Sweden,['N Kayani'],Norway,Sweden,field,Sweden,Guttsta Wicked Cricket Club,31692231692
Gaborone,2021-09-09,female,,,S Bhargava,S George,wickets,10.0,Rwanda,['I Muhawenimana'],Mozambique,Rwanda,field,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",31693231693
Gaborone,2021-09-09,female,,,Lauren Agenbag,VR Angara,runs,4.0,Namibia,['KA Green'],Namibia,Uganda,field,Uganda,"Botswana Cricket Association Oval 2, Gaborone",31694231694
Gaborone,2021-09-09,female,,,A Louw,IO Oyieko,runs,195.0,Botswana,['O Batisani'],Botswana,Eswatini,bat,Botswana,"Botswana Cricket Association Oval 1, Gaborone",31695231695
Gaborone,2021-09-09,female,,,I Chabi,R D'Mello,wickets,5.0,Nigeria,['B Etim'],Sierra Leone,Nigeria,bat,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",31696231696
Gaborone,2021-09-10,female,,,A Louw,VR Angara,wickets,6.0,Zimbabwe,['M Musonda'],Tanzania,Zimbabwe,bat,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",31697231697
Gaborone,2021-09-10,female,GH Pienaar,,Lauren Agenbag,R D'Mello,runs,110.0,Botswana,,Botswana,Mozambique,field,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",31698231698
Gaborone,2021-09-10,female,GH Pienaar,,I Chabi,S Bhargava,runs,59.0,Namibia,['KA Green'],Namibia,Nigeria,bat,Namibia,"Botswana Cricket Association Oval 2, Gaborone",31699231699
Gaborone,2021-09-11,female,GH Pienaar,,IO Oyieko,S George,wickets,10.0,Zimbabwe,['E Mbofana'],Eswatini,Zimbabwe,bat,Eswatini,"Botswana Cricket Association Oval 1, Gaborone",31700231700
Gaborone,2021-09-15,female,GH Pienaar,,VR Angara,R D'Mello,wickets,6.0,Sierra Leone,['L Bull'],Cameroon,Sierra Leone,bat,Cameroon,"Botswana Cricket Association Oval 2, Gaborone",31701231701
Gaborone,2021-09-11,female,GH Pienaar,,A Louw,R D'Mello,runs,200.0,Tanzania,['MA Swedy'],Tanzania,Mozambique,field,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",31702231702
Gaborone,2021-09-11,female,GH Pienaar,,Lauren Agenbag,S Bhargava,runs,43.0,Uganda,['S Nampiina'],Uganda,Nigeria,bat,Uganda,"Botswana Cricket Association Oval 2, Gaborone",31703231703
Gaborone,2021-09-12,female,GH Pienaar,,I Chabi,VR Angara,runs,185.0,Rwanda,['G Ishimwe'],Rwanda,Eswatini,bat,Rwanda,"Botswana Cricket Association Oval 1, Gaborone",31704231704
Gaborone,2021-09-13,female,GH Pienaar,,I Chabi,IO Oyieko,runs,43.0,Tanzania,['FO Kibasu'],Tanzania,Rwanda,bat,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",31705231705
Gaborone,2021-09-13,female,GH Pienaar,,Lauren Agenbag,S Bhargava,runs,171.0,Zimbabwe,['J Nkomo'],Zimbabwe,Mozambique,bat,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",31706231706
Gaborone,2021-09-14,female,GH Pienaar,,A Louw,IO Oyieko,runs,256.0,Tanzania,['FO Kibasu'],Tanzania,Eswatini,bat,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",31707231707
Gaborone,2021-09-14,female,GH Pienaar,,Lauren Agenbag,R D'Mello,wickets,8.0,Namibia,['W Mwatile'],Cameroon,Namibia,bat,Cameroon,"Botswana Cricket Association Oval 2, Gaborone",31708231708
Gaborone,2021-09-14,female,GH Pienaar,,I Chabi,S Bhargava,wickets,9.0,Uganda,['K Awino'],Sierra Leone,Uganda,bat,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",31709231709
Gaborone,2021-09-16,female,GH Pienaar,,IO Oyieko,S Bhargava,runs,83.0,Mozambique,['O Matsolo'],Mozambique,Eswatini,bat,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",31710231710
Gaborone,2021-09-16,female,GH Pienaar,,VR Angara,S George,runs,52.0,Zimbabwe,['L Tshuma'],Zimbabwe,Rwanda,field,Rwanda,"Botswana Cricket Association Oval 2, Gaborone",31711231711
Gaborone,2021-09-16,female,GH Pienaar,,A Louw,I Chabi,wickets,7.0,Tanzania,['PZ Kamunya'],Botswana,Tanzania,bat,Botswana,"Botswana Cricket Association Oval 1, Gaborone",31712231712
Gaborone,2021-09-17,female,GH Pienaar,,A Louw,VR Angara,runs,14.0,Zimbabwe,['P Marange'],Zimbabwe,Uganda,bat,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",31713231713
Gaborone,2021-09-17,female,GH Pienaar,,IO Oyieko,Lauren Agenbag,wickets,2.0,Namibia,['I van Zyl'],Tanzania,Namibia,bat,Tanzania,"Botswana Cricket Association Oval 1, Gaborone",31714231714
Gaborone,2021-09-19,female,GH Pienaar,,R D'Mello,S Bhargava,wickets,9.0,Tanzania,['FO Kibasu'],Uganda,Tanzania,bat,Uganda,"Botswana Cricket Association Oval 1, Gaborone",31715231715
Gaborone,2021-09-19,female,GH Pienaar,,Lauren Agenbag,VR Angara,runs,13.0,Zimbabwe,['CT Dhururu'],Zimbabwe,Namibia,bat,Zimbabwe,"Botswana Cricket Association Oval 1, Gaborone",31716231716
Ilfov County,2021-09-03,male,,,,,runs,35.0,Romania,['Sami Ullah'],Romania,Czech Republic,bat,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",31717231717
Ilfov County,2021-09-02,male,,,A Begg,S Tripp,runs,62.0,Luxembourg,['TC Barker'],Luxembourg,Bulgaria,field,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",31718231718
Ilfov County,2021-09-02,male,,,A Begg,Syed Atif Naqvi,runs,5.0,Hungary,['Zeeshan Kukikhel'],Hungary,Czech Republic,field,Czech Republic,"Moara Vlasiei Cricket Ground, Ilfov County",31719231719
Ilfov County,2021-09-03,male,,,,,wickets,7.0,Malta,['Bilal Muhammad'],Bulgaria,Malta,bat,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",31720231720
Ilfov County,2021-09-03,male,,,,,runs,8.0,Romania,['Asif Bevinje'],Romania,Hungary,bat,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",31721231721
Ilfov County,2021-09-04,male,,,,,runs,2.0,Luxembourg,,Luxembourg,Hungary,field,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",31722231722
Ilfov County,2021-09-04,male,,,,,runs,36.0,Romania,['Taranjeet Singh'],Romania,Malta,field,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",31723231723
Ilfov County,2021-09-05,male,,,,,wickets,8.0,Hungary,['Zeeshan Kukikhel'],Malta,Hungary,field,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",31724231724
Ilfov County,2021-09-05,male,,,,,runs,33.0,Romania,['Asif Bevinje'],Romania,Luxembourg,bat,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",31725231725
Southampton,2022-07-07,male,BC Broad,MJ Saggers,AG Wharf,DJ Millns,runs,50.0,India,['HH Pandya'],India,England,bat,India,"The Rose Bowl, Southampton",31726231726
Birmingham,2022-07-09,male,BC Broad,AG Wharf,DJ Millns,MJ Saggers,runs,49.0,India,['B Kumar'],India,England,field,England,"Edgbaston, Birmingham",31727231727
Nottingham,2022-07-10,male,BC Broad,DJ Millns,AG Wharf,MJ Saggers,runs,17.0,England,['RJW Topley'],England,India,bat,England,"Trent Bridge, Nottingham",31728231728
Bristol,2022-07-27,male,BC Broad,MJ Saggers,DJ Millns,M Burns,runs,41.0,England,['MM Ali'],England,South Africa,field,South Africa,"County Ground, Bristol",31729231729
Cardiff,2022-07-28,male,BC Broad,AG Wharf,DJ Millns,MJ Saggers,runs,58.0,South Africa,['RR Rossouw'],South Africa,England,field,England,"Sophia Gardens, Cardiff",31730231730
Southampton,2022-07-31,male,BC Broad,M Burns,AG Wharf,MJ Saggers,runs,90.0,South Africa,['T Shamsi'],South Africa,England,field,England,"The Rose Bowl, Southampton",31731231731
Dhaka,2021-11-19,male,Neeyamur Rashid,Gazi Sohel,Masudur Rahman,Sharfuddoula,wickets,4.0,Pakistan,['Hasan Ali'],Bangladesh,Pakistan,bat,Bangladesh,"Shere Bangla National Stadium, Mirpur",31732231732
Dhaka,2021-11-20,male,Neeyamur Rashid,Masudur Rahman,Gazi Sohel,Tanvir Ahmed,wickets,8.0,Pakistan,['Fakhar Zaman'],Bangladesh,Pakistan,bat,Bangladesh,"Shere Bangla National Stadium, Mirpur",31733231733
Dhaka,2021-11-22,male,Neeyamur Rashid,Sharfuddoula,Masudur Rahman,Tanvir Ahmed,wickets,5.0,Pakistan,['Haider Ali'],Bangladesh,Pakistan,bat,Bangladesh,"Shere Bangla National Stadium, Mirpur",31734231734
Jaipur,2021-11-17,male,M Nayyar,AK Chaudhary,KN Ananthapadmanabhan,VK Sharma,wickets,5.0,India,['SA Yadav'],New Zealand,India,field,India,"Sawai Mansingh Stadium, Jaipur",31735231735
Ranchi,2021-11-19,male,M Nayyar,KN Ananthapadmanabhan,AK Chaudhary,J Madanagopal,wickets,7.0,India,['HV Patel'],New Zealand,India,field,India,"JSCA International Stadium Complex, Ranchi",31736231736
Kolkata,2021-11-21,male,M Nayyar,J Madanagopal,KN Ananthapadmanabhan,VK Sharma,runs,73.0,India,['AR Patel'],India,New Zealand,bat,India,"Eden Gardens, Kolkata",31737231737
Kolkata,2022-02-16,male,M Nayyar,VK Sharma,J Madanagopal,KN Ananthapadmanabhan,wickets,6.0,India,['Ravi Bishnoi'],West Indies,India,field,India,"Eden Gardens, Kolkata",31738231738
Kolkata,2022-02-18,male,M Nayyar,J Madanagopal,Nitin Menon,VK Sharma,runs,8.0,India,['RR Pant'],India,West Indies,field,West Indies,"Eden Gardens, Kolkata",31739231739
Kolkata,2022-02-20,male,M Nayyar,Nitin Menon,J Madanagopal,KN Ananthapadmanabhan,runs,17.0,India,['SA Yadav'],India,West Indies,field,West Indies,"Eden Gardens, Kolkata",31740231740
Lucknow,2022-02-24,male,J Srinath,AK Chaudhary,J Madanagopal,VK Sharma,runs,62.0,India,['Ishan Kishan'],India,Sri Lanka,field,Sri Lanka,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31741231741
Dharamsala,2022-02-26,male,J Srinath,AK Chaudhary,J Madanagopal,KN Ananthapadmanabhan,wickets,7.0,India,['SS Iyer'],Sri Lanka,India,field,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",31742231742
Dharamsala,2022-02-27,male,J Srinath,J Madanagopal,KN Ananthapadmanabhan,VK Sharma,wickets,6.0,India,['SS Iyer'],Sri Lanka,India,bat,Sri Lanka,"Himachal Pradesh Cricket Association Stadium, Dharamsala",31743231743
Delhi,2022-06-09,male,J Srinath,VK Sharma,J Madanagopal,Nitin Menon,wickets,7.0,South Africa,['DA Miller'],India,South Africa,field,South Africa,"Arun Jaitley Stadium, Delhi",31744231744
Cuttack,2022-06-12,male,J Srinath,J Madanagopal,AK Chaudhary,KN Ananthapadmanabhan,wickets,4.0,South Africa,['H Klaasen'],India,South Africa,field,South Africa,"Barabati Stadium, Cuttack",31745231745
